rowID,ColumnNames,ColumnValues
_0187_Teri,_0374_QMode,3
_0187_Teri,_0543_99CentOnlyStore,3
_0187_Teri,_0754_CostPlusWorldMarket,4
_0187_Teri,_0755_WorldMarket,4
_0187_Teri,_0757_FredericksofHollywood,4
_0187_Teri,_1658_Michaels,4
_0187_Teri,_2154_BuzzNBrushes,5
_0218_Rachel,_1700_TheForumShops,5
_0218_Rachel,_0727_HawaiianMarketplace,3
_0218_Rachel,_0869_FashionShow,4
_0218_Rachel,_1065_FantasticIndoorSwapmeet,3
_0218_Rachel,_0416_Walgreens,3
_0218_Rachel,_0159_BonanzaGeneralStore,2
_0218_Rachel,_0337_GamblersGeneralStore,5
_0218_Rachel,_0725_CVSPharmacy,4
_0218_Rachel,_0729_AgentProvocateur,4
_0218_Rachel,_0730_TedBaker,4
_0220_Christy,_1626_HobbyLobby,4
_0220_Christy,_1064_BroadacresMarketplaceEve,4
_0220_Christy,_0080_TargetStores,3
_0220_Christy,_0173_TheArtsFactory,4
_0220_Christy,_0223_BarnesNobleBooksellers,4
_0220_Christy,_0234_BedBathBeyond,4
_0220_Christy,_0387_TargetStores,3
_0220_Christy,_1021_BlickArtMaterials,4
_0220_Christy,_1046_JoAnnFabricandCraft,4
_0220_Christy,_1200_JoAnnFabricandCraftStore,4
_0220_Christy,_1403_DeseretIndustries,5
_0220_Christy,_1909_EpicThrift,4
_0220_Christy,_1931_CharlestonAntiqueMall,5
_0253_Lucia,_0400_MeadowsMall,3
_0253_Lucia,_0771_FrysElectronics,3
_0253_Lucia,_1060_MiracleMileShops,5
_0253_Lucia,_0368_AdultSuperstore,3
_0253_Lucia,_0392_CycleGear,5
_0253_Lucia,_1160_VictoriasSecret,3
_0337_Cassie,_0415_TheGrandCanalShoppes,1
_0337_Cassie,_0720_LasVegasNorthPremiumOutl,3
_0337_Cassie,_0869_FashionShow,3
_0337_Cassie,_0729_AgentProvocateur,5
_0337_Cassie,_0210_OakleyVault,3
_0337_Cassie,_0432_NeimanMarcus,3
_0337_Cassie,_1100_BarneysNewYork,5
_0409_Donald,_0771_FrysElectronics,5
_0409_Donald,_1065_FantasticIndoorSwapmeet,2
_0409_Donald,_0362_PacificArcherySales,5
_0409_Donald,_0423_NiketownLasVegas,4
_0409_Donald,_0601_TaylorMadeGolfExperience,5
_0409_Donald,_0667_NordstromRack,4
_0409_Donald,_1201_Lush,5
_0409_Donald,_1648_Savers,5
_0450_Karen,_1700_TheForumShops,4
_0450_Karen,_0720_LasVegasNorthPremiumOutl,4
_0450_Karen,_1156_KateSpadeOutlet,4
_0450_Karen,_0072_HahnsWorldofSurplus,4
_0450_Karen,_0342_GoldSilverPawnShop,3
_0450_Karen,_0417_DiscountFirearmsAmmo,5
_0450_Karen,_0906_ZombieZone,4
_0454_Wesley,_1700_TheForumShops,5
_0454_Wesley,_0720_LasVegasNorthPremiumOutl,5
_0454_Wesley,_0869_FashionShow,5
_0454_Wesley,_0411_Gucci,5
_0454_Wesley,_1051_Sears,1
_0479_Jessica,_0400_MeadowsMall,4
_0479_Jessica,_0869_FashionShow,4
_0479_Jessica,_0191_NikeFactoryStore,3
_0479_Jessica,_0451_TheBoulevardMall,4
_0479_Jessica,_0574_BestBuy,1
_0481_Isabelle,_1700_TheForumShops,5
_0481_Isabelle,_0750_WorldofCocaCola,4
_0481_Isabelle,_0502_DesertPassageAtAladdin,3
_0481_Isabelle,_0757_FredericksofHollywood,3
_0481_Isabelle,_0760_FAOSchwarz,5
_0481_Isabelle,_2295_LegoStore,4
_0494_Claudia,_1700_TheForumShops,4
_0494_Claudia,_0415_TheGrandCanalShoppes,5
_0494_Claudia,_0450_Tourneau,5
_0494_Claudia,_1117_TheShoppesatThePalazzo,5
_0494_Claudia,_1217_CrystalsatCityCenter,5
_0519_Allison,_1064_BroadacresMarketplaceEve,2
_0519_Allison,_0667_NordstromRack,5
_0519_Allison,_0418_LadyCLeather,3
_0519_Allison,_0912_AspenCreekCycling,5
_0519_Allison,_1098_HotTopicOutlet,3
_0519_Allison,_1311_Big5SportingGoods,2
_0551_Dono,_0729_AgentProvocateur,4
_0551_Dono,_0177_JewelryMineralsofLasVega,4
_0551_Dono,_0309_MoonValleysPlantWorldNur,5
_0551_Dono,_0412_MACCosmetics,4
_0551_Dono,_0611_CosmicComics,3
_0551_Dono,_1066_TatyanaBoutique,3
_0551_Dono,_2015_EpicThrift,3
_0551_Dono,_2260_LiquidationCenter,3
_0561_Cher,_1104_Costco,4
_0561_Cher,_0186_CostcoBusinessCenter,4
_0561_Cher,_0294_BurlingtonCoatFactory,4
_0561_Cher,_0625_RossDressforLess,4
_0561_Cher,_0911_Costco,4
_0561_Cher,_1568_CostcoWarehouse,4
_0593_LJ,_1200_JoAnnFabricandCraftStore,4
_0593_LJ,_2015_EpicThrift,3
_0593_LJ,_0032_TheSalvationArmy,4
_0593_LJ,_0062_Goodwill,4
_0593_LJ,_0241_Avenue,2
_0593_LJ,_1186_FreshEasyNeighborhoodMar,3
_0593_LJ,_1212_Savers,2
_0645_Nic,_0056_Macys,5
_0645_Nic,_0088_Vons,1
_0645_Nic,_0630_UltaSalonCosmeticsFragra,3
_0645_Nic,_0649_Marshalls,5
_0645_Nic,_0740_Off5thSaksFifthAvenueOut,5
_0645_Nic,_0944_REI,4
_0645_Nic,_1099_ChristianLouboutin,4
_0645_Nic,_1207_LululemonAthletica,4
_0645_Nic,_1816_Sephora,3
_0687_Emily,_0400_MeadowsMall,3
_0687_Emily,_1729_TivoliVillage,2
_0687_Emily,_0312_WalmartSupercenter,4
_0687_Emily,_0771_FrysElectronics,3
_0687_Emily,_1104_Costco,3
_0687_Emily,_0415_TheGrandCanalShoppes,4
_0687_Emily,_0720_LasVegasNorthPremiumOutl,4
_0687_Emily,_0869_FashionShow,4
_0687_Emily,_1071_DisneysCharacterWarehous,4
_0687_Emily,_1064_BroadacresMarketplaceEve,3
_0687_Emily,_2367_DowntownSummerlin,3
_0687_Emily,_0120_BigLots,4
_0687_Emily,_0754_CostPlusWorldMarket,5
_0687_Emily,_0755_WorldMarket,4
_0687_Emily,_0173_TheArtsFactory,4
_0687_Emily,_1201_Lush,4
_0687_Emily,_1648_Savers,3
_0687_Emily,_1217_CrystalsatCityCenter,2
_0687_Emily,_0294_BurlingtonCoatFactory,4
_0687_Emily,_0625_RossDressforLess,3
_0687_Emily,_0056_Macys,2
_0687_Emily,_0649_Marshalls,4
_0687_Emily,_0740_Off5thSaksFifthAvenueOut,4
_0687_Emily,_0063_AshleyFurnitureHomestore,3
_0687_Emily,_0089_KohlsDepartmentStores,2
_0687_Emily,_0132_Macys,3
_0687_Emily,_0135_TJMaxx,3
_0687_Emily,_0206_Coach,4
_0687_Emily,_0229_OldNavy,3
_0687_Emily,_0360_TargetStores,3
_0687_Emily,_0364_WalmartSupercenter,2
_0687_Emily,_0391_JCPenney,3
_0687_Emily,_0395_ToysRUs,3
_0687_Emily,_0399_RossDressforLess,2
_0687_Emily,_0435_Sanrio,4
_0687_Emily,_0437_Macys,4
_0687_Emily,_0555_RossDressforLess,4
_0687_Emily,_0560_BathandBodyWorks,4
_0687_Emily,_0568_BurlingtonCoatFactory,1
_0687_Emily,_0573_ToysRUs,3
_0687_Emily,_0602_WalmartSupercenter,2
_0687_Emily,_0646_GoodwillSouthernNevada,2
_0687_Emily,_0659_NikeFactoryStore,3
_0687_Emily,_0660_Vons,4
_0687_Emily,_0680_Marshalls,3
_0687_Emily,_0737_GoodwillIndustries,3
_0687_Emily,_0768_BigLots,3
_0687_Emily,_0796_Target,4
_0687_Emily,_0820_RossDressforLess,4
_0687_Emily,_0913_TokyoDiscountNo2,4
_0687_Emily,_0978_TheBurlingtonCoatFactory,4
_0687_Emily,_1008_AnnasLinens,4
_0687_Emily,_1018_Macys,3
_0687_Emily,_1055_Target,4
_0687_Emily,_1097_CoachOutletStore,4
_0687_Emily,_1105_99CentsOnly,3
_0687_Emily,_1115_AppleStore,5
_0687_Emily,_1266_Macys,4
_0687_Emily,_1301_Gamestop,3
_0687_Emily,_1323_PartyCity,3
_0687_Emily,_1334_OldNavy,4
_0687_Emily,_1349_DollarTree,4
_0687_Emily,_1376_SamsClub,4
_0687_Emily,_1407_HalloweenMart,4
_0687_Emily,_1423_LowesHomeImprovement,4
_0687_Emily,_1445_ATT,4
_0687_Emily,_1487_JCPenney,3
_0687_Emily,_1508_ATT,4
_0687_Emily,_1539_BigLots,4
_0687_Emily,_1552_BabiesRUS,3
_0687_Emily,_1558_TJMaxx,4
_0687_Emily,_1595_RossDressforLess,4
_0687_Emily,_1599_Marshalls,4
_0687_Emily,_1608_Walmart,4
_0687_Emily,_1620_RossDressforLess,3
_0687_Emily,_1621_BestBuy,3
_0687_Emily,_1635_RossDressForLess,2
_0687_Emily,_1652_BigLots,3
_0687_Emily,_1661_WalmartSupercenter,3
_0687_Emily,_1679_DollarTreeStores,2
_0687_Emily,_1682_FrancescasCollections,4
_0687_Emily,_1728_CharmingCharlieLasVegas,5
_0687_Emily,_1738_Savers,4
_0687_Emily,_1780_NewBalanceFactoryStore,4
_0687_Emily,_1781_HomeGoods,4
_0687_Emily,_1820_NikeFactoryStore,3
_0687_Emily,_1850_RossDressforLess,4
_0687_Emily,_1859_VillageSquare,4
_0687_Emily,_1919_Savers,3
_0687_Emily,_1967_RossDressforLess,4
_0687_Emily,_1974_GoodwillSouthernNevada,4
_0687_Emily,_2141_RossDressforLess,4
_0687_Emily,_2262_TheLINQPromenade,4
_0687_Emily,_2347_WalmartSupercenter,4
_0687_Emily,_2380_RossDressforLess,2
_0689_Angelina,_1700_TheForumShops,4
_0689_Angelina,_1673_HM,3
_0689_Angelina,_1705_LasVegasChinatownPlaza,2
_0689_Angelina,_0720_LasVegasNorthPremiumOutl,2
_0689_Angelina,_0869_FashionShow,4
_0689_Angelina,_1183_Walgreens,4
_0689_Angelina,_0731_LasVegasSouthPremiumOutl,3
_0692_Shanna,_0439_LouisVuitton,3
_0692_Shanna,_1100_BarneysNewYork,4
_0692_Shanna,_1099_ChristianLouboutin,5
_0692_Shanna,_0440_Hattitude,3
_0692_Shanna,_0492_Chanel,5
_0692_Shanna,_0928_LouisVuitton,5
_0741_Jeff,_0415_TheGrandCanalShoppes,4
_0741_Jeff,_0727_HawaiianMarketplace,2
_0741_Jeff,_0869_FashionShow,4
_0741_Jeff,_1117_TheShoppesatThePalazzo,4
_0741_Jeff,_2262_TheLINQPromenade,4
_0741_Jeff,_1900_Walgreens,4
_0791_Alana,_0374_QMode,3
_0791_Alana,_0364_WalmartSupercenter,1
_0791_Alana,_1552_BabiesRUS,1
_0791_Alana,_0819_HottieWorld,4
_0791_Alana,_1106_DiscountShoeFactory,3
_0791_Alana,_2005_KayJewelers,5
_0799_Kellie,_0400_MeadowsMall,4
_0799_Kellie,_0752_AmericanShooters,5
_0799_Kellie,_1065_FantasticIndoorSwapmeet,3
_0799_Kellie,_1090_TownSquareLasVegas,5
_0799_Kellie,_0362_PacificArcherySales,5
_0799_Kellie,_1648_Savers,4
_0799_Kellie,_0418_LadyCLeather,5
_0799_Kellie,_0731_LasVegasSouthPremiumOutl,2
_0799_Kellie,_0796_Target,4
_0799_Kellie,_1323_PartyCity,5
_0799_Kellie,_1407_HalloweenMart,5
_0799_Kellie,_1738_Savers,4
_0799_Kellie,_0129_BadAttitudeBoutiqueTheCo,5
_0799_Kellie,_0271_Michaels,4
_0799_Kellie,_0682_DeadPoetBooks,5
_0799_Kellie,_1238_Smiths,4
_0799_Kellie,_1326_TheBodyShop,5
_0799_Kellie,_1898_HobbyLobby,4
_0810_Mike,_1931_CharlestonAntiqueMall,4
_0810_Mike,_0574_BestBuy,2
_0810_Mike,_0343_StarCostumeTheatricalSup,5
_0810_Mike,_0469_SamAshMusicStores,5
_0810_Mike,_1259_WalmartSupercenter,1
_0810_Mike,_1580_ZiaRecords,3
_0810_Mike,_1589_Vons,4
_0827_Michael,_0771_FrysElectronics,4
_0827_Michael,_0210_OakleyVault,3
_0827_Michael,_1212_Savers,5
_0827_Michael,_0944_REI,5
_0827_Michael,_0319_WalmartSupercenter,1
_0827_Michael,_1227_BestBuy,5
_0827_Michael,_1379_JTsBicycle,5
_0839_Norm,_0400_MeadowsMall,3
_0839_Norm,_0716_Walmart,2
_0839_Norm,_1085_Target,4
_0839_Norm,_1700_TheForumShops,4
_0839_Norm,_1729_TivoliVillage,4
_0839_Norm,_1178_REI,4
_0839_Norm,_0312_WalmartSupercenter,4
_0839_Norm,_0424_AppleStore,4
_0839_Norm,_0561_SmithsFoodDrugStores,4
_0839_Norm,_0750_WorldofCocaCola,4
_0839_Norm,_0771_FrysElectronics,3
_0839_Norm,_1059_GalleriaMallatSunset,1
_0839_Norm,_1104_Costco,4
_0839_Norm,_1705_LasVegasChinatownPlaza,4
_0839_Norm,_0869_FashionShow,3
_0839_Norm,_1060_MiracleMileShops,4
_0839_Norm,_0678_OfficeDepot,3
_0839_Norm,_2367_DowntownSummerlin,5
_0839_Norm,_2374_SurLaTable,4
_0839_Norm,_1090_TownSquareLasVegas,4
_0839_Norm,_0186_CostcoBusinessCenter,4
_0839_Norm,_0543_99CentOnlyStore,3
_0839_Norm,_0173_TheArtsFactory,3
_0839_Norm,_1046_JoAnnFabricandCraft,3
_0839_Norm,_1648_Savers,3
_0839_Norm,_0342_GoldSilverPawnShop,3
_0839_Norm,_1117_TheShoppesatThePalazzo,4
_0839_Norm,_1217_CrystalsatCityCenter,4
_0839_Norm,_0294_BurlingtonCoatFactory,2
_0839_Norm,_0391_JCPenney,3
_0839_Norm,_0731_LasVegasSouthPremiumOutl,3
_0839_Norm,_0796_Target,3
_0839_Norm,_1105_99CentsOnly,4
_0839_Norm,_1115_AppleStore,5
_0839_Norm,_1608_Walmart,3
_0839_Norm,_1661_WalmartSupercenter,2
_0839_Norm,_1859_VillageSquare,4
_0839_Norm,_2262_TheLINQPromenade,4
_0839_Norm,_1589_Vons,3
_0839_Norm,_0058_Walmart,3
_0839_Norm,_0111_WalmartSupercenter,3
_0839_Norm,_0139_MIInternational,4
_0839_Norm,_0272_Kmart,2
_0839_Norm,_0315_TheVillageLakeLasVegas,3
_0839_Norm,_0344_LasVegasPaiuteTribalSmok,3
_0839_Norm,_0388_Dillards,3
_0839_Norm,_0524_Walgreens,3
_0839_Norm,_0528_SamsClub,3
_0839_Norm,_0531_Officemax,3
_0839_Norm,_0532_SmartFinal,3.5
_0839_Norm,_0544_TheHomeDepot,2
_0839_Norm,_0546_LasVegasCycleryandRunnin,4.5
_0839_Norm,_0558_HallmarkStore,3
_0839_Norm,_0675_BestBuy,3
_0839_Norm,_0677_RCWilley,4
_0839_Norm,_0679_Albertsons,4
_0839_Norm,_0697_TheHomeDepot,4
_0839_Norm,_0735_Neonopolis,4
_0839_Norm,_0779_BellagioGalleryofFineArt,4
_0839_Norm,_0799_MandalayPlace,3
_0839_Norm,_0805_CvsPharmacy,3
_0839_Norm,_0811_TheDistrictAtGreenValley,3
_0839_Norm,_0821_SportsAuthority,3
_0839_Norm,_0866_99CentsOnlyStores,3
_0839_Norm,_0900_CVSPharmacy,4
_0839_Norm,_0986_Albertsons,3
_0839_Norm,_0991_Sears,2
_0839_Norm,_1040_OfficeDepot,3
_0839_Norm,_1054_BassProShops,4
_0839_Norm,_1184_Borders,3
_0839_Norm,_1277_LouisVuitton,4
_0839_Norm,_1306_KohlsDepartmentStores,3
_0839_Norm,_1330_Albertsons,4
_0839_Norm,_1443_CVSPharmacy,4
_0839_Norm,_1510_Walgreens,3
_0839_Norm,_1585_McghiesSkiBikeBoard,4
_0839_Norm,_1596_AppleStore,5
_0839_Norm,_1914_WalmartNeighborhoodMarke,3
_0839_Norm,_2292_PolaroidFotobar,4
_0903_Debbie,_1059_GalleriaMallatSunset,2
_0903_Debbie,_1104_Costco,4
_0903_Debbie,_0869_FashionShow,3
_0903_Debbie,_1090_TownSquareLasVegas,4
_0903_Debbie,_1658_Michaels,5
_0903_Debbie,_1568_CostcoWarehouse,4
_0903_Debbie,_1621_BestBuy,3.5
_0903_Debbie,_0535_SportChalet,3
_0903_Debbie,_0637_Michaels,4
_0903_Debbie,_1049_Albertsons,4
_0903_Debbie,_1446_TheHomeDepot,4
_0903_Debbie,_1469_DollarTree,4
_0911_Angela,_1729_TivoliVillage,4
_0911_Angela,_0720_LasVegasNorthPremiumOutl,5
_0911_Angela,_1080_Sephora,4
_0911_Angela,_0094_RCWilley,1
_0911_Angela,_0162_WorldsLargestGiftShop,1
_0911_Angela,_0580_BCCamera,4
_0911_Angela,_0901_Homegoods,5
_0911_Angela,_1226_MichaelKors,5
_0911_Angela,_1747_AceHardware,5
_0911_Angela,_1750_ChristianLouboutin,1
_0913_Will,_1233_Target,4
_0913_Will,_0869_FashionShow,3
_0913_Will,_0080_TargetStores,3
_0913_Will,_1403_DeseretIndustries,4
_0913_Will,_0075_WalmartSupercenter,3
_0913_Will,_0636_StarNursery,4
_0913_Will,_1396_BedBathBeyond,3
_0933_Nikki,_0630_UltaSalonCosmeticsFragra,4
_0933_Nikki,_1055_Target,4
_0933_Nikki,_0637_Michaels,3
_0933_Nikki,_1069_Target,4
_0933_Nikki,_1472_Walgreens,3
_0967_Kristen,_1090_TownSquareLasVegas,4
_0967_Kristen,_1186_FreshEasyNeighborhoodMar,5
_0967_Kristen,_0731_LasVegasSouthPremiumOutl,2
_0967_Kristen,_1097_CoachOutletStore,3
_0967_Kristen,_0811_TheDistrictAtGreenValley,3
_0967_Kristen,_1087_HM,4
_0967_Kristen,_1267_Sephora,5
_0968_Asha,_1102_HM,1
_0968_Asha,_1060_MiracleMileShops,2
_0968_Asha,_0186_CostcoBusinessCenter,4
_0968_Asha,_0432_NeimanMarcus,4
_0968_Asha,_0492_Chanel,4
_0968_Asha,_1136_EmporiumdeGondola,4
_10006_Michael,_1700_TheForumShops,5
_10006_Michael,_0720_LasVegasNorthPremiumOutl,3
_10006_Michael,_0869_FashionShow,5
_10006_Michael,_1060_MiracleMileShops,3
_10006_Michael,_1217_CrystalsatCityCenter,3
_10006_Michael,_0996_BathBodyWorks,5
_10012_Tasha,_0120_BigLots,3
_10012_Tasha,_0177_JewelryMineralsofLasVega,4
_10012_Tasha,_0649_Marshalls,4
_10012_Tasha,_0913_TokyoDiscountNo2,4
_10012_Tasha,_2262_TheLINQPromenade,4
_10012_Tasha,_0544_TheHomeDepot,4
_10012_Tasha,_1524_Walgreens,4
_10012_Tasha,_1875_Topshop,3
_10034_Jamie,_0752_AmericanShooters,4
_10034_Jamie,_0757_FredericksofHollywood,5
_10034_Jamie,_1407_HalloweenMart,5
_10034_Jamie,_0544_TheHomeDepot,4
_10034_Jamie,_1054_BassProShops,4
_10034_Jamie,_0227_PartyCity,3
_10034_Jamie,_0787_KidToKid,5
_10034_Jamie,_0861_DiscountBeads,4
_10034_Jamie,_1290_PowderandSun,5
_10034_Jamie,_1971_TheRange702,5
_10062_K,_1700_TheForumShops,4
_10062_K,_0869_FashionShow,4.5
_10062_K,_0439_LouisVuitton,5
_10062_K,_0757_FredericksofHollywood,4
_10062_K,_0729_AgentProvocateur,5
_10062_K,_0432_NeimanMarcus,5
_10062_K,_1100_BarneysNewYork,5
_10062_K,_0411_Gucci,4
_10062_K,_1099_ChristianLouboutin,5
_10062_K,_0501_Nordstrom,5
_10062_K,_0746_Fresh,5
_10062_K,_0801_Anthropologie,5
_10062_K,_0867_Zara,5
_10095_Courtney,_1700_TheForumShops,4
_10095_Courtney,_0869_FashionShow,5
_10095_Courtney,_1090_TownSquareLasVegas,4
_10095_Courtney,_0729_AgentProvocateur,5
_10095_Courtney,_1217_CrystalsatCityCenter,4
_10095_Courtney,_0811_TheDistrictAtGreenValley,3
_10095_Courtney,_0466_SaksFifthAvenue,5
_10095_Courtney,_1050_MarcJacobs,2
_10134_Matt,_0771_FrysElectronics,2
_10134_Matt,_1059_GalleriaMallatSunset,3
_10134_Matt,_1090_TownSquareLasVegas,4
_10134_Matt,_1255_Target,4
_10134_Matt,_0912_AspenCreekCycling,4
_10134_Matt,_0944_REI,4
_10134_Matt,_0811_TheDistrictAtGreenValley,5
_10134_Matt,_0001_SmithsFoodDrugStores,4
_10134_Matt,_0026_TJMaxx,3
_10134_Matt,_0027_TheHomeDepot,2
_10134_Matt,_0651_TheHomeDepot,4
_10134_Matt,_1135_LowesHomeImprovement,4
_10141_Holly,_0583_AlternateRealityComics,4
_10141_Holly,_1700_TheForumShops,3
_10141_Holly,_1090_TownSquareLasVegas,3
_10141_Holly,_1201_Lush,4
_10141_Holly,_1217_CrystalsatCityCenter,4
_10141_Holly,_0796_Target,2
_10141_Holly,_1443_CVSPharmacy,4
_10141_Holly,_1267_Sephora,5
_10141_Holly,_0537_Pier1Imports,4
_10141_Holly,_1964_TheMarketLV,3
_10161_Janet,_1051_Sears,2
_10161_Janet,_0395_ToysRUs,1
_10161_Janet,_1552_BabiesRUS,3
_10161_Janet,_1608_Walmart,4
_10161_Janet,_0139_MIInternational,1
_10171_Christian,_0089_KohlsDepartmentStores,1
_10171_Christian,_0978_TheBurlingtonCoatFactory,4
_10171_Christian,_1608_Walmart,4
_10171_Christian,_1621_BestBuy,4
_10171_Christian,_2005_KayJewelers,5
_10171_Christian,_1227_BestBuy,4
_10171_Christian,_1446_TheHomeDepot,2
_10171_Christian,_1472_Walgreens,4
_10171_Christian,_1267_Sephora,2
_1020_Kristin,_1700_TheForumShops,5
_1020_Kristin,_0869_FashionShow,3
_1020_Kristin,_1060_MiracleMileShops,3
_1020_Kristin,_0779_BellagioGalleryofFineArt,2
_1020_Kristin,_0867_Zara,5
_10211_Stephanie,_1090_TownSquareLasVegas,4
_10211_Stephanie,_0574_BestBuy,1
_10211_Stephanie,_1311_Big5SportingGoods,4
_10211_Stephanie,_0625_RossDressforLess,4
_10211_Stephanie,_0811_TheDistrictAtGreenValley,4
_10211_Stephanie,_1267_Sephora,4
_10211_Stephanie,_0083_Kmart,3
_10211_Stephanie,_0238_BabiesRUS,2
_10211_Stephanie,_0639_CvsPharmacy,2
_10211_Stephanie,_0802_WalmartNeighborhoodMarke,3
_10211_Stephanie,_1489_WalmartSupercenter,5
_10211_Stephanie,_1976_Sears,3
_10213_Cat,_2015_EpicThrift,3
_10213_Cat,_0602_WalmartSupercenter,2
_10213_Cat,_1900_Walgreens,4
_10213_Cat,_0593_99CentsOnlyStore,3
_10213_Cat,_1611_Walgreens,3
_10217_Silvia,_1059_GalleriaMallatSunset,4
_10217_Silvia,_0415_TheGrandCanalShoppes,5
_10217_Silvia,_1090_TownSquareLasVegas,4
_10217_Silvia,_0779_BellagioGalleryofFineArt,5
_10217_Silvia,_0811_TheDistrictAtGreenValley,4
_10273_Jolie,_0437_Macys,3
_10273_Jolie,_2292_PolaroidFotobar,4
_10273_Jolie,_0637_Michaels,3
_10273_Jolie,_0014_BarnesNobleBooksellers,4
_10273_Jolie,_0886_CVSPharmacy,4
_10273_Jolie,_0904_CVSPharmacy,4
_10273_Jolie,_1910_TheContainerStore,3
_10307_Jake,_1700_TheForumShops,5
_10307_Jake,_1055_Target,4
_10307_Jake,_1661_WalmartSupercenter,5
_10307_Jake,_1436_FloorDecor,5
_10343_Anthony,_0771_FrysElectronics,2
_10343_Anthony,_1820_NikeFactoryStore,4
_10343_Anthony,_0811_TheDistrictAtGreenValley,4
_10343_Anthony,_1069_Target,3
_10343_Anthony,_0651_TheHomeDepot,4
_10343_Anthony,_0743_BootBarn,4
_10343_Anthony,_0985_SmithsFoodDrugStores,4
_10414_Robert,_1064_BroadacresMarketplaceEve,4
_10414_Robert,_0337_GamblersGeneralStore,4
_10414_Robert,_0571_UrbanOutfitters,3
_10414_Robert,_0738_ZiaRecords,4
_10414_Robert,_0770_DavidsBridal,4
_10416_Jesse,_1059_GalleriaMallatSunset,4
_10416_Jesse,_1407_HalloweenMart,3
_10416_Jesse,_0319_WalmartSupercenter,3
_10416_Jesse,_0636_StarNursery,4
_10416_Jesse,_1976_Sears,4
_10416_Jesse,_0049_ToysRUs,4
_10416_Jesse,_0323_Kmart,4
_10431_Laura,_0869_FashionShow,3
_10431_Laura,_1090_TownSquareLasVegas,5
_10431_Laura,_0451_TheBoulevardMall,3
_10431_Laura,_2380_RossDressforLess,5
_10431_Laura,_1161_Target,4
_10431_Laura,_0248_Walmart,3
_10431_Laura,_0591_BuffaloExchange,1
_10431_Laura,_0767_Forever21,5
_10459_Paul,_1700_TheForumShops,5
_10459_Paul,_1060_MiracleMileShops,5
_10459_Paul,_1080_Sephora,5
_10459_Paul,_1090_TownSquareLasVegas,5
_10459_Paul,_1183_Walgreens,5
_10459_Paul,_1816_Sephora,5
_10479_Nicole,_0400_MeadowsMall,3
_10479_Nicole,_1700_TheForumShops,4
_10479_Nicole,_1233_Target,4
_10479_Nicole,_1217_CrystalsatCityCenter,2
_10479_Nicole,_1266_Macys,2
